Word	CEFR	Part of Speech
reconstruction	“C2”	Noun
approx	“C2”	Abbreviation
signing	“C2”	Noun
locality	“C2”	Noun
battle	“C2”	Verb
entitlement	“C2”	Noun
matrix	“C2”	Noun
striker	“C2”	Noun
petition	“C2”	Noun
speculation	“C2”	Noun
divert	“C2”	Verb
align	“C2”	Verb
emergence	“C2”	Noun
persistent	“C2”	Adjective
glimpse	“C2”	Noun
enrich	“C2”	Verb
retreat	“C2”	Noun
divine	“C2”	Adjective
culminate	“C2”	Verb
voter	“C2”	Noun
footpath	“C2”	Noun
vocational	“C2”	Adjective
validity	“C2”	Noun
invisible	“C2”	Adjective
refine	“C2”	Verb
therapeutic	“C2”	Adjective
noble	“C2”	Adjective
dissertation	“C2”	Noun
congratulate	“C2”	Verb
broaden	“C2”	Verb
winning	“C2”	Adjective
ancestor	“C2”	Noun
dissolve	“C2”	Verb
refurbishment	“C2”	Noun
reasoning	“C2”	Noun
relaxation	“C2”	Noun
conceal	“C2”	Verb
persist	“C2”	Verb
recreation	“C2”	Noun
transparency	“C2”	Noun
allegation	“C2”	Noun
unwanted	“C2”	Adjective
showcase	“C2”	Noun
believer	“C2”	Noun
seeker	“C2”	Noun
ample	“C2”	Adjective
landmark	“C2”	Noun
acclaimed	“C2”	Adjective
rehabilitation	“C2”	Noun
fuel	“C2”	Verb
prosperity	“C2”	Noun
consolidate	“C2”	Verb
Mexican	“C2”	Adjective
tolerate	“C2”	Verb
constituency	“C2”	Noun
detach	“C2”	Verb
quantitative	“C2”	Adjective
offset	“C2”	Verb
profitable	“C2”	Adjective
legislative	“C2”	Adjective
acknowledgement	“C2”	Noun
picturesque	“C2”	Adjective
diagnostic	“C2”	Adjective
unveil	“C2”	Verb
unsure	“C2”	Adjective
horizontal	“C2”	Adjective
vacation	“C2”	Noun
disturbance	“C2”	Noun
outlook	“C2”	Noun
abundance	“C2”	Noun
shared	“C2”	Adjective
unlimited	“C2”	Adjective
mentor	“C2”	Noun
imaging	“C2”	Noun
exhibit	“C2”	Noun
free	“C2”	Adverb
revive	“C2”	Verb
arguably	“C2”	Adverb
planner	“C2”	Noun
differentiate	“C2”	Verb
suppress	“C2”	Verb
publicise	“C2”	Verb
distributor	“C2”	Noun
dilemma	“C2”	Noun
unprecedented	“C2”	Adjective
discourage	“C2”	Verb
openly	“C2”	Adverb
concede	“C2”	Verb
nutrition	“C2”	Noun
proximity	“C2”	Noun
regain	“C2”	Verb
unfold	“C2”	Verb
procurement	“C2”	Noun
renewable	“C2”	Adjective
transcript	“C2”	Noun
artefact	“C2”	Noun
confidentiality	“C2”	Noun
interference	“C2”	Noun
citizenship	“C2”	Noun
breadth	“C2”	Noun
comfortably	“C2”	Adverb
abolish	“C2”	Verb
entail	“C2”	Verb
pharmaceutical	“C2”	Adjective
forefront	“C2”	Noun
further	“C2”	Verb
sociology	“C2”	Noun
survivor	“C2”	Noun
excavation	“C2”	Noun
hierarchy	“C2”	Noun
physics	“C2”	Noun
physics	“C2”	Noun
current	“C2”	Noun
mechanic	“C2”	Noun
fighter	“C2”	Noun
chief	“C2”	Noun
gym	“C2”	Noun
rod	“C2”	Noun
tab	“C2”	Noun
arm	“C2”	Verb
saint	“C2”	Noun
blend	“C2”	Verb
cylinder	“C2”	Noun
snack	“C2”	Noun
bracket	“C2”	Noun
hobby	“C2”	Noun
deposit	“C2”	Verb
sickness	“C2”	Noun
creep	“C2”	Verb
pale	“C2”	Adjective
kilometre	“C2”	Noun
nest	“C2”	Noun
sue	“C2”	Verb
certainty	“C2”	Noun
cyclist	“C2”	Noun
read	“C2”	Noun
credit	“C2”	Verb
widow	“C2”	Noun
Portuguese	“C2”	Adjective
dealings	“C2”	Noun
sandy	“C2”	Adjective
ours	“C2”	Pronoun
commander	“C2”	Noun
gesture	“C2”	Noun
unemployed	“C2”	Adjective
finished	“C2”	Adjective
cartoon	“C2”	Noun
limb	“C2”	Noun
telephone	“C2”	Verb
bicycle	“C2”	Noun
confusing	“C2”	Adjective
painter	“C2”	Noun
swallow	“C2”	Verb
illusion	“C2”	Noun
fluid	“C2”	Adjective
receiver	“C2”	Noun
deliberate	“C2”	Adjective
stack	“C2”	Verb
extra	“C2”	Noun
aerial	“C2”	Adjective
supposedly	“C2”	Adverb
mercy	“C2”	Noun
statue	“C2”	Noun
ash	“C2”	Noun
basin	“C2”	Noun
protest	“C2”	Verb
shaft	“C2”	Noun
cutting	“C2”	Noun
irrelevant	“C2”	Adjective
stain	“C2”	Verb
wit	“C2”	Noun
aluminium	“C2”	Noun
blade	“C2”	Noun
herb	“C2”	Noun
discard	“C2”	Verb
naked	“C2”	Adjective
interior	“C2”	Adjective
heel	“C2”	Noun
vitamin	“C2”	Noun
ruler	“C2”	Noun
spray	“C2”	Noun
stamp	“C2”	Verb
rally	“C2”	Noun
say	“C2”	Noun
jewellery	“C2”	Noun
trace	“C2”	Noun
lord	“C2”	Noun
cabin	“C2”	Noun
push	“C2”	Noun
conscience	“C2”	Noun
warmth	“C2”	Noun
preview	“C2”	Noun
thermal	“C2”	Adjective
candle	“C2”	Noun
dead	“C2”	Noun
lightly	“C2”	Adverb
rub	“C2”	Verb
lonely	“C2”	Adjective
ending	“C2”	Noun
invoice	“C2”	Noun
luckily	“C2”	Adverb
census	“C2”	Noun
group	“C2”	Verb
scary	“C2”	Adjective
plead	“C2”	Verb
bat	“C2”	Noun
pioneer	“C2”	Noun
deadly	“C2”	Adjective
balcony	“C2”	Noun
photograph	“C2”	Verb
fix	“C2”	Noun
liquid	“C2”	Noun
shooting	“C2”	Noun
incidentally	“C2”	Adverb
horn	“C2”	Noun
chef	“C2”	Noun
umbrella	“C2”	Noun
air	“C2”	Verb
honestly	“C2”	Adverb
permit	“C2”	Noun
ruin	“C2”	Noun
commend	“C2”	Verb
parade	“C2”	Noun
actress	“C2”	Noun
uniform	“C2”	Adjective
tie	“C2”	Noun
weaken	“C2”	Verb
thief	“C2”	Noun
appetite	“C2”	Noun
sacrifice	“C2”	Verb
invariably	“C2”	Adverb
Buddhist	“C2”	Adjective
Buddhist	“C2”	Noun
drown	“C2”	Verb
gem	“C2”	Noun
walker	“C2”	Noun
mine	“C2”	Noun
boom	“C2”	Noun
insure	“C2”	Verb
weed	“C2”	Noun
pulse	“C2”	Noun
redundant	“C2”	Adjective
affection	“C2”	Noun
funeral	“C2”	Noun
rehearsal	“C2”	Noun
campaign	“C2”	Verb
chemical	“C2”	Adjective
laughter	“C2”	Noun
bow	“C2”	Noun
tobacco	“C2”	Noun
con	“C2”	Noun
barrel	“C2”	Noun
amusing	“C2”	Adjective
master	“C2”	Verb
jury	“C2”	Noun
vague	“C2”	Adjective
orchestra	“C2”	Noun
infant	“C2”	Noun
ink	“C2”	Noun
ray	“C2”	Noun
rigid	“C2”	Adjective
vanish	“C2”	Verb
litter	“C2”	Noun
voice	“C2”	Verb
villa	“C2”	Noun
palm	“C2”	Noun
pet	“C2”	Adjective
leap	“C2”	Noun
clerk	“C2”	Noun
dive	“C2”	Noun
alien	“C2”	Adjective
multiply	“C2”	Verb
any	“C2”	Adverb
equal	“C2”	Verb
console	“C2”	Verb
paperback	“C2”	Noun
inside	“C2”	Adjective
beam	“C2”	Verb
frankly	“C2”	Adverb
inject	“C2”	Verb
spin	“C2”	Noun
mature	“C2”	Verb
wound	“C2”	Verb
junior	“C2”	Noun
socket	“C2”	Noun
maths	“C2”	Noun
blast	“C2”	Noun
pronounce	“C2”	Verb
steering	“C2”	Noun
tribunal	“C2”	Noun
deputy	“C2”	Adjective
Nazi	“C2”	Noun
pending	“C2”	Preposition
gravity	“C2”	Noun
motorcycle	“C2”	Noun
heading	“C2”	Noun
mail	“C2”	Verb
burst	“C2”	Verb
seldom	“C2”	Adverb
vet	“C2”	Noun
butterfly	“C2”	Noun
whichever	“C2”	Determiner
rock	“C2”	Verb
speaking	“C2”	Noun
plot	“C2”	Verb
suspicious	“C2”	Adjective
temptation	“C2”	Noun
bar	“C2”	Verb
divorce	“C2”	Noun
lion	“C2”	Noun
playground	“C2”	Noun
handsome	“C2”	Adjective
empty	“C2”	Verb
outing	“C2”	Noun
fever	“C2”	Noun
cheer	“C2”	Verb
echo	“C2”	Noun
surprise	“C2”	Verb
obscure	“C2”	Adjective
Saudi Arabia	“C2”	Noun
Saudi	“C2”	Adjective
slip	“C2”	Noun
after	“C2”	Adverb
sail	“C2”	Noun
stiff	“C2”	Adjective
mentally	“C2”	Adverb
breathing	“C2”	Noun
chart	“C2”	Verb
revenge	“C2”	Noun
harvest	“C2”	Noun
audio	“C2”	Noun
trauma	“C2”	Noun
pillar	“C2”	Noun
cheer	“C2”	Noun
dip	“C2”	Verb
wear	“C2”	Noun
analyze	“C2”	Verb
bolt	“C2”	Noun
deteriorate	“C2”	Verb
disciple	“C2”	Noun
bishop	“C2”	Noun
foul	“C2”	Adjective
socialist	“C2”	Adjective
ground	“C2”	Verb
gaze	“C2”	Verb
distract	“C2”	Verb
grandfather	“C2”	Noun
grade	“C2”	Verb
outfit	“C2”	Noun
monk	“C2”	Noun
romance	“C2”	Noun
compliment	“C2”	Noun
appendix	“C2”	Noun
salvation	“C2”	Noun
just	“C2”	Adjective
hut	“C2”	Noun
unpleasant	“C2”	Adjective
barn	“C2”	Noun
pause	“C2”	Verb
homeless	“C2”	Adjective
sample	“C2”	Verb
calm	“C2”	Verb
noticeable	“C2”	Adjective
bowl	“C2”	Verb
dock	“C2”	Noun
detective	“C2”	Noun
faithful	“C2”	Adjective
guilt	“C2”	Noun
reverse	“C2”	Noun
exit	“C2”	Verb
conservative	“C2”	Noun
hormone	“C2”	Noun
fighting	“C2”	Noun
stem	“C2”	Noun
leap	“C2”	Verb
overnight	“C2”	Adverb
vacuum	“C2”	Noun
swell	“C2”	Verb
evidently	“C2”	Adverb
sofa	“C2”	Noun
pro	“C2”	Noun
pottery	“C2”	Noun
even	“C2”	Adjective
spark	“C2”	Verb
unlock	“C2”	Verb
grave	“C2”	Adjective
heated	“C2”	Adjective
daylight	“C2”	Noun
tender	“C2”	Adjective
buying	“C2”	Noun
cart	“C2”	Noun
plus	“C2”	Noun
climb	“C2”	Noun
resort	“C2”	Verb
meadow	“C2”	Noun
misery	“C2”	Noun
curve	“C2”	Verb
phase	“C2”	Verb
fringe	“C2”	Noun
eating	“C2”	Noun
punk	“C2”	Noun
man	“C2”	Verb
forwards	“C2”	Adverb
redundancy	“C2”	Noun
trunk	“C2”	Noun
cage	“C2”	Noun
wicked	“C2”	Adjective
wave	“C2”	Verb
try	“C2”	Noun
frustrating	“C2”	Adjective
guardian	“C2”	Noun
resident	“C2”	Adjective
postcard	“C2”	Noun
hunger	“C2”	Noun
cemetery	“C2”	Noun
instinct	“C2”	Noun
helmet	“C2”	Noun
jail	“C2”	Noun
cord	“C2”	Noun
shoot	“C2”	Noun
animated	“C2”	Adjective
linen	“C2”	Noun
tuck	“C2”	Verb
narrow	“C2”	Verb
halfway	“C2”	Adverb
scandal	“C2”	Noun
starter	“C2”	Noun
committed	“C2”	Adjective
riot	“C2”	Noun
perfection	“C2”	Noun
ditch	“C2”	Noun
hook	“C2”	Noun
glaze	“C2”	Verb
cocktail	“C2”	Noun
overtake	“C2”	Verb
dairy	“C2”	Noun
nonsense	“C2”	Noun
disguise	“C2”	Verb
pepper	“C2”	Noun
bridge	“C2”	Verb
fond	“C2”	Adjective
rob	“C2”	Verb
shrub	“C2”	Noun
hygiene	“C2”	Noun
shocking	“C2”	Adjective
hazardous	“C2”	Adjective
rack	“C2”	Noun
allegedly	“C2”	Adverb
predictable	“C2”	Adjective
lottery	“C2”	Noun
autonomy	“C2”	Noun
vs	“C2”	Abbreviation
terrific	“C2”	Adjective
decay	“C2”	Noun
mistake	“C2”	Verb
coursework	“C2”	Noun
masterpiece	“C2”	Noun
grouping	“C2”	Noun
validation	“C2”	Noun
recreate	“C2”	Verb
onset	“C2”	Noun
theatrical	“C2”	Adjective
denial	“C2”	Noun
contamination	“C2”	Noun
understandable	“C2”	Adjective
dispense	“C2”	Verb
strangely	“C2”	Adverb
shrink	“C2”	Verb
alleviate	“C2”	Verb
chunk	“C2”	Noun
wheat	“C2”	Noun
milestone	“C2”	Noun
destine	“C2”	Verb
notorious	“C2”	Adjective
paradigm	“C2”	Noun
sod	“C2”	Verb
bingo	“C2”	Noun
minibus	“C2”	Noun
tits	“C2”	Noun
prat	“C2”	Noun
fart	“C2”	Verb
git	“C2”	Noun
pencil	“C2”	Noun
class	“C2”	Noun
different	“C2”	Adjective
good afternoon	“C2”	Exclamation
good evening	“C2”	Exclamation
good morning	“C2”	exclamation
no one	“C2”	pronoun
living room	“C2”	Noun
ice cream	“C2”	Noun
goodnight	“C2”	Exclamation
excuse me	“C2”	Exclamation
preposition	“C2”	Noun
Russia	“C2”	Noun
cheap	“C2”	Adjective
better	“C2”	Adjective
verb	“C2”	Noun
vest	“C2”	Noun
waiter	“C2”	Noun
waitress	“C2”	Noun
swimming pool	“C2”	Noun
sunglasses	“C2”	Noun
bra	“C2”	Noun
singular	“C2”	Adjective
phone call	“C2”	Noun
phone number	“C2”	Noun
check in	“C2”	Verb
check out	“C2”	Verb
cheer up	“C2”	Verb
chemist	“C2”	Noun
chewing gum	“C2”	Noun
come from	“C2”	Verb
come in	“C2”	Verb
plural	“C2”	Adjective
noun	“C2”	Noun
next to	“C2”	
new year	“C2”	noun
kilo	“C2”	Noun
gram	“C2”	Noun
glasses	“C2”	Noun
get up	“C2”	Verb
look for	“C2”	Verb
for example	“C2”	
how much	“C2”	
how many	“C2”	
aeroplane	“C2”	Noun
have to	“C2”	Modal Verb
high school	“C2”	noun
sweater	“C2”	Noun
take out 	“C2”	Verb
TV	“C2”	Noun
not bad	“C2”	Adjective
be born	“C2”	Verb
zebra	“C2”	Noun
baked beans	“C2”	noun
bank account	“C2”	Noun
brother-in-law	“C2”	Noun
wash up	“C2”	Verb
web page	“C2”	Noun
petrol station	“C2”	Noun
turn off	“C2”	Verb
turn on	“C2”	Verb
traffic lights	“C2”	Noun
triangle	“C2”	Noun
underwear	“C2”	Noun
whale	“C2”	Noun
think about	“C2”	Verb
think of	“C2”	Verb
throw away	“C2”	Verb
thunder	“C2”	Noun
tiger	“C2”	Noun
tracksuit	“C2”	Noun
switch off	“C2”	Verb
switch on	“C2”	Verb
all right	“C2”	Adjective
all right	“C2”	Adverb
baseball	“C2”	Noun
basketball	“C2”	Noun
snake	“C2”	Noun
snow	“C2”	Verb
sandal	“C2”	Noun
secondary school	“C2”	Noun
sister-in-law	“C2”	Noun
son-in-law	“C2”	Noun
teaspoon	“C2”	Noun
take part	“C2”	Verb
take off	“C2”	Verb
take away	“C2”	Verb
swimming costume	“C2”	Noun
sweatshirt	“C2”	Noun
believe in	“C2”	Verb
belong to	“C2”	Verb
blow up	“C2”	Verb
daughter-in-law	“C2”	Noun
rectangle	“C2”	Noun
second-class	“C2”	Adjective
prime minister	“C2”	Adjective
pronoun	“C2”	Noun
stand up	“C2”	Verb
look after	“C2”	Verb
look at	“C2”	Verb
bee	“C2”	Noun
boxing	“C2”	Noun
spice	“C2”	Noun
shop assistant	“C2”	Noun
rainy	“C2”	Adjective
part-time	“C2”	Adjective
pasta	“C2”	Noun
burger	“C2”	Noun
bus stop	“C2”	Noun
businessman	“C2”	Noun
businesswoman	“C2”	Noun
calm down	“C2”	Verb
instead of	“C2”	
jealous	“C2”	Adjective
jogging	“C2”	Noun
lie down	“C2”	Verb
lightning	“C2”	Noun
in fact	“C2”	
in front of	“C2”	
question mark	“C2”	Noun
grow up	“C2”	Verb
headteacher	“C2”	Noun
put down	“C2”	Verb
go back	“C2”	Verb
go down	“C2”	Verb
go up	“C2”	Verb
good-looking	“C2”	Adjective
gallon	“C2”	Noun
get back	“C2”	Verb
hold up	“C2”	Verb
phrasal verb	“C2”	noun
old-fashioned	“C2”	Adjective
mother-in-law	“C2”	Noun
look forward to	“C2”	Verb
hot chocolate	“C2”	Noun
go away	“C2”	Verb
get out	“C2”	Verb
full stop	“C2”	Noun
flour	“C2”	Noun
first-class	“C2”	Adjective
fire engine	“C2”	Noun
centimetre	“C2”	Noun
come on	“C2”	Verb
credit card	“C2”	Noun
fall over	“C2”	Verb
father-in-law	“C2”	Noun
find out	“C2”	Verb
bring back	“C2”	Verb
elephant	“C2”	Noun
capital letter	“C2”	noun
so that	“C2”	
last night	“C2”	
grandchild	“C2”	Noun
granddaughter	“C2”	Noun
grandmother	“C2”	Noun
grandparents	“C2”	Noun
grandson	“C2”	Noun
be about to	“C2”	
above all	“C2”	
alarm clock	“C2”	Noun
wrist	“C2”	Noun
yoga	“C2”	Noun
gradual	“C2”	Adjective
including	“C2”	Preposition
luggage	“C2”	Noun
obey	“C2”	Verb
princess	“C2”	Noun
provided	“C2”	Conjunction
quarrel	“C2”	Verb
quarrel	“C2”	Noun
reveal	“C2”	Verb
robbery	“C2”	Noun
satisfied	“C2”	Adjective
slim	“C2”	Adjective
Swedish	“C2”	Adjective
tense	“C2”	Noun
at all	“C2”	Preposition
at least	“C2”	Adverb
add up	“C2”	Verb
adjective	“C2”	Noun
known	“C2”	Adjective
wolf	“C2”	Noun
adverb	“C2”	Noun
foreigner	“C2”	Noun
goods	“C2”	Noun
nod	“C2”	Verb
passive	“C2”	Adjective
whisper	“C2”	Verb
symbolic	“C2”	Adjective
wallet	“C2”	Noun
work out	“C2”	Verb
come up	“C2”	Verb
comma	“C2”	Noun
cucumber	“C2”	Noun
washing machine	“C2”	Noun
washing-up	“C2”	Noun
wasp	“C2”	Noun
watch out	“C2”	Verb
violin	“C2”	Noun
visa	“C2”	Noun
waist	“C2”	Noun
ant	“C2”	Noun
any more	“C2”	
apricot	“C2”	Noun
armchair	“C2”	Noun
armed forces	“C2”	noun
as if	“C2”	
at once	“C2”	
athletics	“C2”	Noun
aubergine	“C2”	Noun
bad-tempered	“C2”	Adjective
banker	“C2”	Noun
turn out	“C2”	Verb
turn over	“C2”	Verb
turn up	“C2”	Verb
carry on	“C2”	Verb
carry out	“C2”	Verb
catch up	“C2”	Verb
cauliflower	“C2”	Noun
courgette	“C2”	Noun
in love	“C2”	Adjective
make love	“C2”	Verb
use up	“C2”	Verb
used to	“C2”	Modal verb
well-known	“C2”	Adjective
trip up	“C2”	Verb
trumpet	“C2”	Noun
try on	“C2”	Verb
tuna	“C2”	Noun
have sex	“C2”	Verb
steering wheel	“C2”	Noun
stepchild	“C2”	Noun
stepdaughter	“C2”	Noun
stepfather	“C2”	Noun
stepmother	“C2”	Noun
set off	“C2”	Verb
set up	“C2”	Verb
skull	“C2”	Noun
so far	“C2”	
tell off	“C2”	Verb
take up	“C2”	Verb
take over	“C2”	Verb
take care	“C2”	Verb
table tennis	“C2”	Noun
on top	“C2”	
sweetcorn	“C2”	Noun
stepson	“C2”	Noun
fall apart	“C2”	Verb
fall asleep	“C2”	Verb
fall out	“C2”	Verb
salesman	“C2”	Noun
saleswoman	“C2”	Noun
raspberry	“C2”	Noun
rather than	“C2”	
second-hand	“C2”	Adjective
point of view	“C2”	Noun
point out	“C2”	Verb
police officer	“C2”	Noun
police station	“C2”	Noun
post box	“C2”	Noun
post office	“C2”	Noun
beetle	“C2”	Noun
boarding card	“C2”	noun
full name	“C2”	Adjective
laugh at	“C2”	Verb
leave out	“C2”	Verb
leek	“C2”	Noun
let down	“C2”	Verb
let go	“C2”	Verb
let off	“C2”	Verb
spinach	“C2”	Noun
shark	“C2”	Noun
raincoat	“C2”	Noun
pass on	“C2”	Verb
pass round	“C2”	Verb
put off	“C2”	Verb
put on	“C2”	Verb
pick up	“C2”	Verb
pineapple	“C2”	Noun
plum	“C2”	Noun
plumber	“C2”	Noun
name after	“C2”	Verb
nephew	“C2”	Noun
one another	“C2”	
ounce	“C2”	Noun
olive	“C2”	Noun
olive oil	“C2”	noun
omelette	“C2”	Noun
paw	“C2”	Noun
penguin	“C2”	Noun
mist	“C2”	Noun
misty	“C2”	Adjective
mosquito	“C2”	Noun
margarine	“C2”	Noun
mayonnaise	“C2”	Noun
melon	“C2”	Noun
look into	“C2”	Verb
look round	“C2”	Verb
look up	“C2”	Verb
mail box	“C2”	Noun
make into	“C2”	Verb
make up	“C2”	Verb
lettuce	“C2”	Noun
live together	“C2”	Verb
in order to	“C2”	
in time	“C2”	
join in	“C2”	Verb
kangaroo	“C2”	Noun
keep on	“C2”	Verb
keep up	“C2”	Verb
hear from	“C2”	Verb
hear of	“C2”	Verb
heart attack	“C2”	Noun
help out	“C2”	Verb
hockey	“C2”	Noun
hold on	“C2”	Verb
go off	“C2”	Verb
go on	“C2”	Verb
go out	“C2”	Verb
go over	“C2”	Verb
go through	“C2”	Verb
idiom	“C2”	Noun
in addition	“C2”	
grown-up	“C2”	Adjective
gymnastics	“C2”	Noun
bracket	“C2”	Noun
break down	“C2”	Verb
hand in	“C2”	Verb
hand out	“C2”	Verb
hand over	“C2”	Verb
hang on	“C2”	Verb
by chance	“C2”	
cloudy	“C2”	Adjective
coconut	“C2”	Noun
come back	“C2”	Verb
celery	“C2”	Noun
come out	“C2”	Verb
in detail	“C2”	noun
put away	“C2”	Verb
clean up	“C2”	Verb
cut off	“C2”	Verb
cut up	“C2”	Verb
postman	“C2”	Noun
now and then	“C2”	
niece	“C2”	Noun
next door	“C2”	
grapefruit	“C2”	Noun
give back	“C2”	Verb
give up	“C2”	Verb
give away	“C2”	Verb
giraffe	“C2”	Noun
get over	“C2”	Verb
get on	“C2”	Verb
fur	“C2”	Noun
frying pan	“C2”	Noun
frosty	“C2”	Adjective
foggy	“C2”	Adjective
fit in	“C2”	Verb
firefighter	“C2”	Noun
fingernail	“C2”	Noun
finish off	“C2”	Verb
finish up	“C2”	Verb
fill in	“C2”	Verb
fill out	“C2”	Verb
fill up	“C2”	Verb
eat out	“C2”	Verb
come round	“C2”	Verb
in charge	“C2”	noun
elbow	“C2”	Noun
electrician	“C2”	Noun
deer	“C2”	Noun
do up	“C2”	Verb
broccoli	“C2”	Noun
eyebrow	“C2”	Noun
exclamation mark	“C2”	Noun
end up	“C2”	Verb
each other	“C2”	
dolphin	“C2”	Noun
donkey	“C2”	Noun
bull	“C2”	Noun
run out	“C2”	Verb
in total	“C2”	
as usual	“C2”	
in advance	“C2”	
after all	“C2”	
bring up	“C2”	Verb
claw	“C2”	Noun
camel	“C2”	Noun
climate change	“C2”	Noun
admiration	“C2”	Noun
amuse	“C2”	Verb
dependenceNoun	“C2”	
at first	“C2”	Adverb
on foot	“C2”	Noun
fry	“C2”	Verb
Never mind.	“C2”	Verb
if only	“C2”	
optimistic	“C2”	Adjective
pessimistic	“C2”	Adjective
rebel	“C2”	Noun
stand for	“C2”	Verb
remaining	“C2”	Adjective
stand out	“C2”	Verb
surplus	“C2”	Noun
come true	“C2”	
hug	“C2”	Verb
worn out	“C2”	Adjective
meet with	“C2”	Verb
trade union	“C2”	Noun
turn down	“C2”	Verb
take on	“C2”	Verb
take after	“C2”	Verb
stock exchange	“C2”	Noun
stock market	“C2”	Noun
sell out	“C2”	Verb
settle down	“C2”	Verb
rule out	“C2”	Verb
sadness	“C2”	Noun
soya	“C2”	Noun
shut up	“C2”	Verb
show off	“C2”	Verb
in turn	“C2”	
on the whole	“C2”	
out of order	“C2”	Adjective
owl	“C2”	Noun
make up for	“C2”	Verb
mess around	“C2”	Verb
mess up	“C2”	Verb
hail	“C2”	Verb
hail	“C2”	Noun
put up with	“C2”	Verb
global warming	“C2”	noun
go ahead	“C2”	Verb
give birth	“C2”	Verb
give in	“C2”	Verb
move out	“C2”	Verb
long-term	“C2”	Adjective
short-term	“C2”	Adjective
hoof	“C2”	Noun
goose	“C2”	Noun
go by	“C2”	Verb
get up to	“C2”	Verb
get round to	“C2”	Verb
bring in	“C2”	Verb
fairy tale	“C2”	Noun
dove	“C2”	Noun
even though	“C2”	
eagle	“C2”	Noun
customs	“C2”	Noun
accidentally	“C2”	Adverb
AIDS	“C2”	Noun
ambassador	“C2”	Noun
as for	“C2”	
break up	“C2”	Verb
belongings	“C2”	Noun
break out	“C2”	Verb
brutal	“C2”	Adjective
build up	“C2”	Verb
capitalism	“C2”	Noun
carbon dioxide	“C2”	Noun
cheerful	“C2”	Adjective
clap	“C2”	Verb
confession	“C2”	Noun
coincidence	“C2”	Noun
communism	“C2”	Noun
cooperate	“C2”	Verb
corpse	“C2”	Noun
curiosity	“C2”	Noun
despair	“C2”	Noun
disappoint	“C2”	Verb
earthquake	“C2”	Noun
fascism	“C2”	Noun
feminine	“C2”	Adjective
fragile	“C2”	Adjective
go through	“C2”	Verb
greeting	“C2”	Noun
institute	“C2”	Noun
investigator	“C2”	Noun
jewel	“C2”	Noun
journalism	“C2”	Noun
kind	“C2”	Adjective
lastly	“C2”	Adverb
madness	“C2”	Noun
masculine	“C2”	Adjective
misunderstand	“C2”	Verb
misunderstanding	“C2”	Noun
monopoly	“C2”	Noun
mayor	“C2”	Noun
murderer	“C2”	Noun
nationality	“C2”	Noun
offensive	“C2”	Adjective
paradise	“C2”	Noun
postpone	“C2”	Verb
racism	“C2”	noun
rape	“C2”	Noun
rug	“C2”	Noun
scare	“C2”	Verb
sincere	“C2”	Adjective
socialism	“C2”	Noun
slogan	“C2”	Noun
do without	“C2”	Verb
sour	“C2”	Adjective
subjective	“C2”	Adjective
subway	“C2”	Noun
tense	“C2”	Adjective
exchange rate	“C2”	Noun
torture	“C2”	Noun
torture	“C2”	Verb
come to	“C2”	Verb
trivial	“C2”	Adjective
versus	“C2”	Preposition
every other	“C2”	
cod	“C2”	Noun
come across	“C2”	Verb
on the contrary	“C2”	
real estate	“C2”	noun
interest rate	“C2”	noun
mineral water	“C2”	Noun
in particular	“C2”	
private life	“C2”	noun
set out	“C2”	Verb
speak out	“C2”	Verb
vice versa	“C2”	Adverb
vice-president	“C2”	Noun
socialist	“C2”	noun
fascist	“C2”	Noun
fascist	“C2”	Adjective
communist	“C2”	Noun
communist	“C2”	Adjective
violate	“C2”	Verb
violation	“C2”	noun
melody	“C2”	noun
resignation	“C2”	noun
psychologist	“C2”	noun
psychology	“C2”	Noun
philosopher	“C2”	Noun
philosophy	“C2”	Noun
municipal	“C2”	Adjective
ideology	“C2”	Noun
differ	“C2”	Verb
entrepreneur	“C2”	noun
credibility	“C2”	noun
contradiction	“C2”	Noun
destiny	“C2”	Noun
federal	“C2”	Adjective
bride	“C2”	noun
absurd	“C2”	Adjective
constitutional	“C2”	Adjective
virgin	“C2”	noun
united	“C2”	Adjective
throne	“C2”	Noun
sweat	“C2”	Verb
sweat	“C2”	Noun
sunset	“C2”	Noun
suitcase	“C2”	Noun
spectator	“C2”	Noun
slaughter	“C2”	Verb
sigh	“C2”	Verb
sigh	“C2”	Noun
secular	“C2”	Adjective
rhetoric	“C2”	Noun
referendum	“C2”	Noun
prosecutor	“C2”	Noun
propaganda	“C2”	noun
problematic	“C2”	Adjective
poison	“C2”	Noun
poisonous	“C2”	Adjective
na´ve	“C2”	Adjective
misfortune	“C2”	Noun
minutes	“C2”	Noun
metaphor	“C2”	Noun
mandate	“C2”	Noun
leak	“C2”	Verb
leak	“C2”	Noun
kidnap	“C2”	Verb
kidnapping	“C2”	Noun
irony	“C2”	Noun
ironic	“C2”	Adjective
indirect	“C2”	Adjective
indirectly	“C2”	Adverb
inheritance	“C2”	Noun
indifferent	“C2”	Adjective
inability	“C2”	Noun
hunter	“C2”	Noun
humanitarian	“C2”	Adjective
expel	“C2”	Verb
exaggerate	“C2”	Verb
envy	“C2”	Verb
envy	“C2”	Noun
embassy	“C2”	Noun
elite	“C2”	Noun
ecological	“C2”	Adjective
dot	“C2”	Noun
disappearance	“C2”	Noun
diploma	“C2”	Noun
dictator	“C2”	Noun
dictatorship	“C2”	Noun
curse	“C2”	Noun
cue	“C2”	Noun
